ID;MARCA;MODELO;PRECO;PAIS;REGIAO;NOME;DATA
841;Volkswagen;Voyage;51561.00;France;Nice;Baudoin Aloshechkin;01/04/2015
440;Chevrolet;Prisma;44174.00;Brazil;Espirito Santo;Lise Buckner;14/04/2015
915;Ford;Ka;46699.00;Argentina;Córdova;Raffaello Leyninye;16/04/2015
586;Volkswagen;Golf;47039.00;Brazil;Bahia;Audie McBeith;18/04/2015
338;Volkswagen;Golf;54647.00;United States;Oklahoma;Tana Wanklyn;20/04/2015
292;Volkswagen;Fox;69635.00;Brazil;Pernambuco;Kippar Bansal;23/04/2015
925;Chevrolet;Camaro;75067.00;Japan;Tokyo;Somerset Vannikov;26/04/2015
439;Renault;Sandero;65270.00;Argentina;Mendonza;Hedwig Storie;09/05/2015
329;Renault;Clio;63689.00;France;Tolouse;Amii Vondrach;10/05/2015
481;Chevrolet;Joy;54405.00;France;Nice;Granville Ector;10/05/2015
691;Renault;Grand Tour;58735.00;Japan;Yokohama;Nataniel Zecchii;18/05/2015
101;Ford;Ecosport;71489.00;China;Shandong;Erika Faichney;21/05/2015
616;Chevrolet;Onix;48161.00;France;Tolouse;Granny Simecek;24/05/2015
351;Honda;HR-V;55243.00;France;Lyon;Matilda Cominetti;24/05/2015
601;Renault;Sandero;64954.00;United States;Oklahoma;Les Stitle;25/05/2015
399;BMW;Z4;44265.45;Japan;Tokyo;Harmonia Eymer;26/05/2015
256;Ferrari;F8;75551.00;Brazil;Minas Gerais;Johnna Greendale;27/05/2015
153;Volkswagen;Voyage;46364.00;China;Hubei;Mirelle Husk;27/05/2015
216;Renault;Grand Tour;79095.00;France;Tolouse;Ulrika Trainor;06/06/2015
196;Honda;HR-V;75835.00;Argentina;Buenos Aires;Leesa Bellwood;07/06/2015
394;Honda;Fit;64315.00;France;Nice;Jermayne Winterburn;07/06/2015
435;Honda;NSX;55410.00;Japan;Kyoto;Rosita Godball;14/06/2015
760;Honda;HR-V;69698.00;China;Pequim;Brennan Piecha;16/06/2015
687;Honda;HR-V;48329.00;China;Xangai;Konstantine Sillick;17/06/2015
918;Chevrolet;Equinox;55048.00;Japan;Saitama;Hamish Graeser;24/01/2015
804;Ford;Ka;73137.00;United States;Washington;Grove Hallawell;26/06/2015
544;Ford;Mustang;71484.00;China;Sichuan;Annabel Aberdein;28/06/2015
36;Chevrolet;Joy;49291.00;United States;California;Katherine Kingescot;29/06/2015
647;Renault;Duster;67904.00;Japan;Tokyo;Isidora Prinnett;30/06/2015
756;BMW;X6;61382.00;Brazil;Goiás;Caleb Sanday;04/07/2015
141;Honda;Accord;46069.00;China;Xangai;Flynn Kennon;06/07/2015
946;Ford;Fiesta;65384.00;Brazil;Rio Grande do Sul;Robbert Kilfedder;09/07/2015
97;Ford;Ranger;40114.00;France;Lyon;Gabi Lease;13/07/2015
132;Ferrari;F50;69690.00;China;Shandong;Lilah Pawel;15/07/2015
567;Ford;Edge;45905.00;Brazil;Amazonas;Sheelah Yakuntzov;16/07/2015
744;Ford;Fusion;64051.00;Brazil;Rio de Janeiro;Henka McNellis;21/07/2015
796;Honda;City;56383.00;France;Nice;Dennis Najara;22/07/2015
320;Ford;Ecosport;47398.00;France;Nice;Filippa Raynor;23/07/2015
526;BMW;I8;64166.00;Argentina;Chaco;Arvy Degoix;25/07/2015
135;Volkswagen;Voyage;47760.00;Brazil;São Paulo;Caesar Yakob;25/07/2015
516;Chevrolet;Prisma;65818.00;Brazil;Santa Catarina;Ryann Guilliatt;05/08/2015
748;Honda;NSX;78194.00;China;Shandong;Amble Deverille;07/08/2015
96;BMW;Z4;60360.00;Brazil;São Paulo;Joanie Sukbhans;11/08/2015
99;Honda;CR-V;54899.00;China;Hubei;Frannie Prantl;16/08/2015
432;Ford;Mustang;67596.00;Brazil;Bahia;Jennee McKendo;17/08/2015
293;BMW;BMW Série 1;49108.71;Japan;Yokohama;Teriann Cussins;18/08/2015
767;Chevrolet;Onix;47808.00;United States;Florida;Heath Chellam;18/08/2015
599;Volkswagen;UP!;51637.00;Brazil;Pernambuco;Hernando Tunniclisse;19/01/2015
823;Chevrolet;Camaro;55191.00;China;Sichuan;Foss Simenet;19/08/2015
223;Volkswagen;Voyage;58987.00;Argentina;Mendonza;Gabe De Biasio;20/08/2015
522;Ford;Teritory;75257.00;Brazil;São Paulo;Katlin Isselee;21/08/2015
819;BMW;BMW Série 5;43019.00;Brazil;Maranhão;Jobina Ife;28/08/2015
704;Ford;Fusion;57289.00;China;Shandong;Eden Drysdell;30/08/2015
136;Honda;City;49760.00;Brazil;São Paulo;Efrem Trusty;31/08/2015
622;Ford;Fusion;67852.00;United States;California;Aaron Cattell;31/12/2015
317;Volkswagen;UP!;66004.00;China;Xangai;Chet Scola;01/09/2015
497;Honda;CR-V;78252.00;France;Marselha;Joane Lilloe;05/09/2015
552;Honda;NSX;40550.00;China;Shandong;Gonzales Kelsey;13/09/2015
162;Ferrari;488;54815.00;Argentina;Chaco;Frasier Beal;22/09/2015
734;Honda;NSX;51102.00;China;Pequim;Iolanthe Laviss;22/09/2015
718;Ford;Fusion;57244.00;China;Hubei;Dana Battaille;26/09/2015
170;Renault;Sandero;74135.00;Japan;Kyoto;Cathlene O'Sheilds;05/11/2015
392;Honda;Accord;76895.00;Brazil;São Paulo;Dion Mc Kellen;06/10/2015
222;Honda;Civic;75939.00;United States;Florida;Cynthia Eagger;15/10/2015
94;BMW;X6;52458.00;Brazil;Goiás;Esme Waison;17/10/2015
123;Volkswagen;Golf;73226.00;Brazil;Espirito Santo;Clemmy Dispencer;23/10/2015
19;Volkswagen;Polo;58052.00;Japan;Tokyo;Fields Brigg;23/10/2015
513;Ford;Mustang;54345.00;Argentina;Chaco;Nichols Shillam;24/10/2015
377;Chevrolet;Tracker;41115.00;Japan;Saitama;Minnie Zanazzi;24/10/2015
668;Renault;Sandero;70559.00;France;Nice;Ruddy Willingham;29/10/2015
140;Honda;S2000;68462.00;China;Pequim;Idaline Valentetti;30/10/2015
43;Volkswagen;Passat;75476.00;Brazil;Rio de Janeiro;Reinwald Redihough;31/10/2015
487;Volkswagen;Passat;52759.00;Japan;Saitama;Christin Roo;31/10/2015
442;Chevrolet;Prisma;44979.00;United States;Washington;Pippa Antoniak;31/10/2015
491;Honda;CR-V;66837.00;China;Xangai;Brook Vaughton;02/11/2015
393;BMW;BMW Série 3;50645.00;Brazil;Goiás;Dorothee Davidsohn;03/11/2015
852;Renault;Logan;42957.00;France;Marselha;Justen De Simoni;05/11/2015
3;Ford;Fusion;44942.00;France;Marselha;Fifine Roundtree;06/11/2015
100;Renault;Sandero;58381.00;China;Hubei;Pepito Stuehmeyer;08/11/2015
192;Volkswagen;Golf;59012.00;United States;Ohio;Merl Gouldie;08/11/2015
420;Renault;Sandero;77436.00;China;Shandong;Jacinthe Manlow;13/11/2015
20;Chevrolet;Tracker;45594.00;China;Xangai;Misti Leefe;17/11/2015
818;Ford;Mustang;63439.00;United States;Florida;Gordie Erridge;19/11/2015
494;Honda;Accord;59475.13;Brazil;São Paulo;Charmane Burland;29/11/2015
255;Ford;Ka;70309.00;Brazil;Rio Grande do Sul;Randene Thomas;03/12/2015
410;Honda;NSX;78140.00;Brazil;São Paulo;Hiram Carlisi;04/12/2015
874;Renault;Clio;75559.00;Brazil;Santa Catarina;Jourdain Dellar;18/12/2015
638;Ford;Ka;79818.00;Argentina;Chaco;Orv Van der Hoeven;19/12/2015
800;Renault;Clio;48865.00;China;Hubei;Petronille Ricioppo;19/12/2015
83;Chevrolet;Prisma;65480.00;China;Pequim;Orv Bezant;25/12/2015
126;Renault;Logan;40839.00;Japan;Osaka;Val Hugonet;02/01/2016
404;Ferrari;Dino 246;61504.00;Argentina;Tucumán;Garvy Wilks;10/01/2016
4;Volkswagen;Passat;42943.00;Japan;Osaka;Bonnee Konke;10/01/2016
655;Chevrolet;Spin;72407.00;France;Paris;Edd Father;18/01/2016
290;Renault;Duster;51534.00;Japan;Saitama;Trix Twiggs;19/01/2016
667;Renault;Clio;40089.00;Argentina;Chaco;Cheston Eshelby;20/01/2016
362;Honda;HR-V;47391.00;China;Hubei;Brenden German;29/01/2016
133;Ferrari;Portofino;79008.00;Argentina;Buenos Aires;Doria Bendley;30/01/2016
331;Renault;Duster;61554.00;France;Tolouse;Darb Cordey;30/01/2016
770;Volkswagen;UP!;78494.00;France;Nice;Juana Sapshed;31/01/2016
581;Chevrolet;Camaro;53365.00;Argentina;Chaco;Boigie Sorrie;01/02/2016
724;Honda;NSX;58029.00;China;Sichuan;Quentin Britto;08/02/2016
637;Honda;City;68233.00;Japan;Kyoto;Hamnet Rattenberie;13/02/2016
693;Renault;Sandero;65311.00;France;Nice;Gerry Benns;16/02/2016
894;BMW;BMW Série 5;72085.00;Brazil;Minas Gerais;Zelma Gaymer;18/02/2016
33;Honda;Fit;65752.00;China;Xangai;Kim Snelgrove;19/02/2016
645;Honda;City;50149.00;United States;Florida;Diego Wessing;20/02/2016
37;Ford;Ranger;62703.00;Japan;Kyoto;Lorie Van der Beek;23/02/2016
580;Renault;Sandero;70717.00;Argentina;Córdova;Merv Gilder;29/02/2016
854;Ford;Mustang;50784.00;Japan;Tokyo;Cyrill Orrick;01/03/2016
680;Volkswagen;Golf;68259.00;France;Lyon;Rakel Ardling;15/03/2016
418;Renault;Grand Tour;54412.00;France;Marselha;Winslow Dealy;15/03/2016
327;Ford;Fiesta;55630.00;Brazil;São Paulo;Carrie Sleigh;16/03/2016
541;Honda;NSX;61769.00;China;Hubei;Berna Mussard;30/03/2016
70;Chevrolet;Prisma;77797.00;Brazil;Rio Grande do Norte;Worthington Baldry;04/04/2016
354;Renault;Duster;54266.00;United States;Washington;Carmita Millbank;14/04/2016
850;Volkswagen;Fox;57427.00;France;Nice;Briny Krochmann;15/04/2016
875;Renault;Sandero;53586.00;France;Tolouse;Ethelbert Midgely;15/04/2016
84;Volkswagen;Jetta;70386.00;China;Pequim;Sylvan Giorgione;16/04/2016
102;Volkswagen;Voyage;45780.00;Brazil;São Paulo;Garik Donnell;17/04/2016
864;Honda;Accord;49061.00;France;Marselha;Trula Rainon;17/04/2016
673;Volkswagen;Golf;49098.00;Brazil;Rio Grande do Norte;Bond Galliard;22/04/2016
209;Honda;NSX;77401.00;Brazil;Bahia;Aurelia Metzel;25/04/2016
936;Honda;NSX;75275.00;Japan;Yokohama;Dav Hallawell;26/04/2016
72;Chevrolet;Cruze;45974.00;United States;Florida;Noel Selvey;28/04/2016
792;Renault;Clio;49227.00;Brazil;Rio Grande do Sul;Frederica Krzyzanowski;30/04/2016
501;Ferrari;F50;67676.00;France;Marselha;Emelina Deluce;04/05/2016
113;BMW;Z4;74345.00;France;Lyon;Maddy Gunningham;11/05/2016
480;Ferrari;Dino 246;58381.94;Brazil;São Paulo;Zane Simukov;16/05/2016
596;Ford;Edge;76475.00;Brazil;São Paulo;Corie Gives;16/05/2016
651;Ford;Ecosport;44046.00;China;Sichuan;Delmor Bunton;16/05/2016
213;Honda;Fit;65471.00;France;Paris;Dukey Guwer;17/05/2016
910;Chevrolet;Camaro;74911.34;Brazil;São Paulo;Anette Poutress;18/05/2016
446;Renault;Sandero;42065.00;Japan;Saitama;Corine Carmo;23/05/2016
932;Chevrolet;Joy;58894.00;China;Shandong;Lise Lubomirski;27/05/2016
149;Honda;NSX;41859.00;United States;California;Agustin Blazhevich;30/05/2016
821;Honda;HR-V;59594.00;United States;California;Catharina Estrella;30/05/2016
571;Volkswagen;UP!;46326.00;Argentina;Tucumán;Lishe Petyanin;01/06/2016
463;Chevrolet;Cruze;46786.00;China;Hubei;Stefan Izchaki;01/06/2016
868;BMW;X3;49427.00;Argentina;Mendonza;Mychal Largan;03/07/2016
893;Honda;City;42455.00;China;Sichuan;Rosette Schleicher;07/06/2016
806;Volkswagen;Passat;70883.00;Brazil;Pernambuco;Maybelle Smythe;15/06/2016
829;Ford;Mustang;66163.00;China;Shandong;Daisy Glaserman;15/06/2016
890;Honda;NSX;72512.00;United States;Ohio;Meghan Archibold;15/01/2016
786;Renault;Duster;54882.00;China;Pequim;Amble Fake;18/06/2016
751;Volkswagen;Voyage;56334.00;Brazil;Pernambuco;Salomone Downage;21/01/2016
811;Volkswagen;Passat;45281.00;Argentina;Buenos Aires;Andie Warkup;25/05/2016
550;Chevrolet;Tracker;76089.00;United States;Ohio;Miller Earie;27/06/2016
421;Renault;Clio;62851.00;Brazil;São Paulo;Dorisa Locke;30/01/2016
695;Ford;Fusion;58141.00;France;Lyon;Chickie Pala;03/07/2016
112;Volkswagen;Polo;60411.00;Brazil;Rio de Janeiro;Glyn Seamen;07/07/2016
249;Honda;NSX;54040.00;United States;Florida;Blisse Ellingworth;11/07/2016
574;Volkswagen;Gol;47875.00;Brazil;Pernambuco;Meaghan Tyres;15/07/2016
194;Ford;Fusion;42853.00;Japan;Osaka;Ethelyn Asser;16/07/2016
5;Renault;Sandero;78495.00;United States;Florida;Charlena Sharland;18/07/2016
627;Volkswagen;Golf;65067.00;China;Sichuan;Bailey Chasson;19/07/2016
933;Chevrolet;Equinox;46157.00;France;Paris;Lenore Cornels;19/07/2016
203;Honda;HR-V;69683.00;China;Xangai;Lynnet Doy;25/07/2016
654;Volkswagen;Fox;69895.00;Brazil;Pernambuco;Napoleon Morrallee;26/07/2016
165;Ford;Ecosport;69028.00;France;Nice;Caryl Edgler;26/07/2016
416;Chevrolet;Prisma;44451.00;France;Tolouse;Lynnea Lamprey;26/07/2016
240;Renault;Duster;50661.00;France;Nice;Norry Van Arsdall;26/07/2016
429;Ford;Ranger;75929.00;Brazil;Goiás;Kristo Oddboy;31/07/2016
367;Volkswagen;Polo;76602.00;China;Pequim;Reinaldo Heaysman;03/08/2016
402;Chevrolet;Onix;52879.00;China;Hubei;Bartolemo Garard;17/08/2016
341;Honda;Accord;64315.00;Japan;Kyoto;Christie Forsdike;19/08/2016
311;Chevrolet;Cruze;51349.00;Argentina;Mendonza;Arnie O'Downe;24/08/2016
128;Ferrari;Portofino;63739.00;Argentina;Mendonza;Sophi Bonnin;29/04/2016
272;Ferrari;Portofino;40222.00;China;Xangai;Lemar Brannigan;30/08/2016
684;Renault;Logan;75135.00;France;Nice;Germaine Valiant;30/08/2016
364;Ford;Edge;57367.00;Brazil;Amazonas;Jolie Frodsham;31/08/2016
858;Ford;Ecosport;47826.00;Brazil;Goiás;Dore Philippard;31/08/2016
201;Chevrolet;Joy;50413.00;Argentina;Chaco;Eleni Roux;02/09/2016
690;Volkswagen;Jetta;69038.00;Brazil;Pará;Annemarie Spottiswoode;05/09/2016
334;Volkswagen;Passat;69083.00;China;Pequim;Gene Fawks;09/09/2016
665;Volkswagen;Jetta;58126.00;United States;California;Krisha Heppner;09/09/2016
930;Renault;Sandero;76207.00;Argentina;Tucumán;Alonzo Epine;12/09/2016
350;Ford;Ranger;40595.00;Japan;Kyoto;Yasmeen Geraldini;15/09/2016
316;Ford;Ranger;56072.00;Japan;Osaka;Magdalena Delieu;16/09/2016
34;Volkswagen;Fox;79319.00;Japan;Yokohama;Charline Martina;20/09/2016
759;Volkswagen;Golf;68626.00;Brazil;Rio de Janeiro;Nicholle Roast;28/09/2016
720;Ford;Ranger;48139.00;China;Xangai;Falito Starten;10/10/2016
346;Ford;Edge;74705.00;Brazil;São Paulo;Alice Finlaison;11/10/2016
682;Ford;Ranger;48803.00;China;Hubei;Eveleen Fardy;21/10/2016
340;Honda;Civic;64548.00;China;Sichuan;Candide Proctor;28/10/2016
9;Ford;Ka;63343.00;China;Sichuan;Evy Beckford;01/11/2016
722;Volkswagen;Polo;49865.00;Brazil;Rio de Janeiro;Pat Eggers;03/11/2016
461;Chevrolet;Camaro;50889.00;France;Lyon;Goldarina Cremins;11/11/2016
572;Ferrari;Dino 246;48741.00;Argentina;Córdova;Galen Halliburton;16/03/2016
186;Volkswagen;Polo;46546.00;Brazil;Rio de Janeiro;Sunny Salaman;19/11/2016
660;Volkswagen;UP!;66725.00;Brazil;Rio de Janeiro;Archer Dikle;21/11/2016
523;Ferrari;Portofino;58595.81;Japan;Tokyo;Carly Sloane;21/11/2016
692;Honda;NSX;52667.00;United States;Oklahoma;Madeline Strettle;21/11/2016
891;Ford;Ecosport;43283.00;Argentina;Chaco;Nikolaus Collopy;23/12/2016
415;Renault;Clio;77880.00;Brazil;Santa Catarina;Yehudi Churcher;23/11/2016
911;BMW;Z4;50801.00;Argentina;Buenos Aires;Von Borg;24/11/2016
861;Volkswagen;UP!;53156.00;China;Shandong;Giselbert Chung;26/11/2016
150;Renault;Sandero;72721.00;France;Nice;Bonny Stitson;03/12/2016
929;Honda;NSX;70250.00;France;Nice;Marian Troak;03/12/2016
211;Volkswagen;Voyage;53170.00;United States;Oklahoma;Carr Brownrigg;07/12/2016
299;Honda;Accord;68147.00;France;Nice;Benedicto Johanchon;12/12/2016
322;Chevrolet;Camaro;56729.00;United States;California;Pauly Gate;17/12/2016
471;Ford;Fusion;77936.00;Brazil;Bahia;Neda Grotty;18/12/2016
253;Renault;Clio;69630.00;China;Xangai;Gilli Van Merwe;18/12/2016
698;BMW;BMW Série 5;70359.00;Brazil;Maranhão;Frederico Daout;20/12/2016
745;Ford;Ecosport;77377.10;France;Paris;Chiquia Lippini;20/12/2016
626;Honda;Fit;60513.00;France;Tolouse;Paulo Lindbergh;22/12/2016
851;Honda;S2000;74058.00;Japan;Saitama;Brande Ourtic;23/12/2016
218;Ford;Ka;57985.00;Japan;Osaka;Mela Lattos;24/12/2016
538;Ford;Mustang;73563.00;China;Xangai;Wilt Bunning;27/12/2016
59;Renault;Duster;42791.00;Japan;Osaka;Corena Padkin;04/01/2017
740;Chevrolet;Cruze;46902.00;Japan;Kyoto;Syd Klement;05/01/2017
942;Ford;Fusion;40074.00;Brazil;Rio Grande do Norte;Alwin Thumann;06/01/2017
813;Honda;City;58840.00;United States;Florida;Cairistiona Giorgetti;10/01/2017
427;Honda;Civic;57429.00;China;Hubei;Harlene Wickens;14/01/2017
643;Chevrolet;Camaro;73668.00;France;Marselha;Barbabra Lube;16/01/2017
412;Chevrolet;Onix;64320.00;Argentina;Chaco;Florina McCaughan;20/01/2017
62;Ford;Edge;60581.00;Brazil;São Paulo;Gloria Heinritz;25/01/2017
490;Ford;Ecosport;55445.00;Brazil;Espirito Santo;Loralie Cocker;29/01/2017
873;BMW;I8;79961.00;Argentina;Córdova;Alfons Skyrme;31/01/2017
780;Volkswagen;Gol;51232.00;China;Shandong;Queenie Pitceathly;31/01/2017
803;Ferrari;308 GTS;47916.00;Argentina;Mendonza;Lyle Dawley;16/02/2017
511;Volkswagen;Fox;66295.00;Brazil;Rio de Janeiro;Dinnie Roels;19/02/2017
799;Renault;Logan;53137.00;United States;Washington;Matthew Kennally;23/02/2017
378;Chevrolet;Prisma;53160.00;France;Paris;Ludovico O'Sheilds;24/02/2017
352;Ford;Fusion;55563.00;Brazil;Santa Catarina;Elihu Keerl;27/02/2017
345;Ford;Ka;58987.00;France;Tolouse;Ailee Penrice;04/03/2017
115;Ford;Fusion;52341.00;Brazil;Bahia;Cassy Somersett;06/03/2017
705;Ford;Ka;45617.00;Brazil;Bahia;Haroun Birkwood;07/03/2017
787;Honda;HR-V;55799.00;Japan;Saitama;Flint Parades;09/03/2017
57;Ferrari;LaFerrari;48717.00;United States;Ohio;Carver Dows;10/03/2017
270;Ford;Ecosport;70277.00;China;Sichuan;Antoinette Coad;23/03/2017
46;BMW;BMW Série 1;49930.00;United States;Florida;Kiley Gillham;24/03/2017
411;Chevrolet;Cruze;72864.00;Argentina;Córdova;Marita Boucher;26/03/2017
766;Honda;CR-V;50012.00;France;Lyon;Dyane Silbert;27/03/2017
496;Renault;Clio;63475.00;China;Sichuan;Nicola Rackstraw;30/03/2017
15;Chevrolet;Joy;49806.00;United States;Washington;Tedda Attenbrow;03/04/2017
434;Chevrolet;Spin;70691.00;Brazil;Rio Grande do Sul;Shelagh Chiswell;09/04/2017
954;Renault;Sandero;56597.00;France;Tolouse;Tomasina Petasch;17/04/2017
335;Honda;City;78478.00;United States;Washington;Currie Kamien;26/04/2017
261;BMW;Z4;73964.00;Brazil;São Paulo;Dania Marunchak;27/04/2017
52;Volkswagen;Polo;50784.00;France;Nice;Justine Rake;28/04/2017
602;Chevrolet;Joy;42722.00;United States;Florida;Skippie Duffie;29/04/2017
460;Chevrolet;Cruze;62370.00;China;Hubei;Megen Phippard;08/05/2017
757;Honda;Accord;64214.00;China;Hubei;Ibrahim Lippett;12/05/2017
63;Honda;S2000;46673.00;United States;California;Miguelita Masse;12/05/2017
130;Ford;Ka;61181.00;Brazil;São Paulo;Therine Iacomi;13/05/2017
122;Renault;Clio;77288.00;Argentina;Chaco;Lanette Gerler;14/05/2017
146;BMW;X3;40882.00;Brazil;Minas Gerais;Thatch Lipscombe;16/05/2017
148;Renault;Clio;64772.00;Argentina;Córdova;Nicholas Blade;20/05/2017
428;Volkswagen;Gol;64418.00;France;Paris;Linnet Burcher;24/05/2017
175;Ford;Ecosport;64047.00;China;Pequim;Emmanuel Tinker;25/05/2017
376;Volkswagen;Golf;63377.00;Japan;Kyoto;Frieda Mallen;02/06/2017
347;BMW;Z4;76511.00;Brazil;Minas Gerais;Madel Leap;04/06/2017
169;BMW;X5;56792.00;Brazil;Minas Gerais;Eartha Rostern;07/06/2017
884;Renault;Sandero;49913.00;China;Sichuan;Jacki Tukesby;11/06/2017
539;Renault;Clio;49969.00;China;Sichuan;Othilia Bufton;11/06/2017
472;Chevrolet;Onix;47811.00;Japan;Saitama;Cletus Beacon;16/06/2017
207;Honda;S2000;76270.00;France;Paris;Belvia Iddon;17/06/2017
543;Honda;HR-V;72851.00;United States;Oklahoma;Braden Scrimshire;22/06/2017
608;Chevrolet;Equinox;66565.00;United States;Florida;Elliot McInnery;27/06/2017
384;Chevrolet;Joy;49151.00;United States;California;Paula Phethean;29/06/2017
636;BMW;Z4;42801.58;United States;Florida;Celesta Gobell;05/07/2017
110;Volkswagen;Golf;50514.00;China;Hubei;Morgen Tatlowe;09/07/2017
677;Chevrolet;Prisma;61192.00;France;Paris;Peterus Innott;09/07/2017
454;Volkswagen;Golf;69213.00;United States;Ohio;Berny Siddele;09/07/2017
86;Chevrolet;Joy;59169.00;France;Paris;Laina Height;14/07/2017
269;Renault;Kwid;54934.00;Japan;Yokohama;Hermione Oxburgh;14/07/2017
877;Chevrolet;Camaro;42610.00;United States;Washington;Roze Francois;15/07/2017
926;Honda;S2000;56100.00;Argentina;Mendonza;Mordecai Studeart;16/07/2017
621;Ford;Ecosport;40908.00;Brazil;Goiás;Mickey Lewinton;16/07/2017
731;Ford;Fusion;65334.00;United States;Oklahoma;Bentley Romayn;19/07/2017
739;Ferrari;308 GTS;75438.00;United States;Oklahoma;Marty Losbie;25/07/2017
166;Honda;NSX;57159.45;Japan;Saitama;Lari Yaldren;30/07/2017
430;Ford;Teritory;79875.00;Japan;Saitama;Almeria Teasdale-Markie;31/07/2017
195;Chevrolet;Prisma;43554.00;Argentina;Buenos Aires;Zachery Flecknell;02/08/2017
246;Volkswagen;Golf;58150.00;Brazil;Santa Catarina;Nelson Flewitt;03/08/2017
812;Renault;Duster;48334.00;France;Paris;Alessandro Walshaw;07/08/2017
108;Chevrolet;Camaro;51361.00;Argentina;Tucumán;Vera Hanning;08/08/2017
263;Ford;Mustang;79980.00;Brazil;Rio de Janeiro;Abba Kingcott;08/08/2017
118;Honda;CR-V;53529.00;France;Tolouse;Pavel Cluet;09/08/2017
835;Renault;Kwid;59797.00;France;Marselha;Kirsten Dat;10/08/2017
945;BMW;Z4;77333.00;Brazil;Minas Gerais;Malissa Bubb;15/08/2017
282;Honda;HR-V;47365.00;Japan;Osaka;Rad Sarsfield;15/08/2017
648;Honda;Accord;64893.00;United States;Oklahoma;Kristi Barok;16/08/2017
686;Renault;Grand Tour;70057.00;France;Paris;Karalee Clooney;17/08/2017
470;Volkswagen;Golf;40212.00;France;Tolouse;Row Leonard;18/08/2017
332;Chevrolet;Prisma;73103.00;United States;Florida;Bonny Cordelette;19/08/2017
808;Ferrari;F8;60081.00;Argentina;Buenos Aires;Bria Fisbey;22/08/2017
503;Ford;Fusion;40204.00;Argentina;Buenos Aires;Rand Dunley;23/08/2017
743;Renault;Grand Tour;59379.00;France;Lyon;Walton Ambrosetti;24/08/2017
595;Ford;Ecosport;65648.00;Japan;Saitama;Lauri Cullinan;24/08/2017
265;Honda;Fit;52888.00;France;Lyon;Radcliffe Brownscombe;26/08/2017
862;Renault;Grand Tour;78180.00;Brazil;Santa Catarina;Haily O'Growgane;27/08/2017
151;Renault;Kwid;61133.00;Argentina;Chaco;Dalila Kille;30/08/2017
832;BMW;I8;47522.00;Japan;Osaka;Moreen Nuzzti;31/08/2017
473;Ford;Edge;78862.00;Brazil;Santa Catarina;Brice Mangeot;03/09/2017
238;Chevrolet;Spin;40057.00;Japan;Yokohama;Vernon Swapp;13/09/2017
264;BMW;X6;77612.00;Argentina;Córdova;Camellia Vittet;17/09/2017
89;BMW;BMW Série 1;78035.00;Argentina;Córdova;Daphene Kulicke;17/09/2017
605;Volkswagen;Fox;40881.00;United States;California;Costa Muffin;17/09/2017
114;Renault;Kwid;76200.00;United States;California;Leila Skains;22/09/2017
703;Honda;S2000;55957.00;China;Hubei;Codi McPhail;24/09/2017
923;Ford;Mustang;68220.00;China;Pequim;Emlynne Kinman;25/09/2017
783;Chevrolet;Onix;47154.00;Japan;Kyoto;Rosabella Jillions;30/09/2017
277;Ford;Ranger;53652.00;France;Tolouse;Caprice Sheridan;04/10/2017
788;Honda;HR-V;40760.00;China;Xangai;Merry Kondratenko;07/10/2017
344;Renault;Logan;60492.00;Brazil;Santa Catarina;Cull Uttermare;09/10/2017
922;Volkswagen;Gol;59700.00;Brazil;Rio de Janeiro;Melonie McCallion;11/10/2017
649;Renault;Duster;53093.00;France;Nice;Karim Risbridger;11/10/2017
406;Renault;Grand Tour;57379.00;France;Lyon;Geoffry Stollwerck;15/10/2017
310;Ford;Mustang;74607.00;Argentina;Tucumán;Noelle Dollen;16/10/2017
247;Chevrolet;Onix;67061.00;Argentina;Mendonza;Milzie Cometson;21/10/2017
248;Renault;Grand Tour;75906.00;China;Pequim;Uri Trood;23/10/2017
50;Ferrari;Portofino;60254.00;United States;California;Iggie Danahar;26/10/2017
847;Honda;HR-V;54809.00;Japan;Kyoto;Dare Seeking;29/10/2017
856;Renault;Logan;69565.00;France;Lyon;Waldemar Lismore;30/10/2017
21;Ford;Fusion;53299.00;Brazil;Santa Catarina;Pascal Gosnell;02/11/2017
24;Honda;Accord;49362.00;Japan;Tokyo;Rochester Matousek;02/11/2017
450;Renault;Clio;69840.00;Japan;Yokohama;Tansy Jurczik;02/11/2017
312;Volkswagen;Voyage;48937.00;Brazil;Rio de Janeiro;Obidiah Leijs;03/11/2017
899;Renault;Grand Tour;56239.00;Brazil;São Paulo;Tommy Sugge;05/11/2017
631;Chevrolet;Prisma;57815.00;United States;California;Goldi Dyerson;06/11/2017
805;Ferrari;F50;75131.00;China;Pequim;Casi Van de Vlies;07/11/2017
869;Chevrolet;Camaro;62950.00;Japan;Kyoto;Meyer Conyard;07/11/2017
613;Renault;Logan;66279.00;France;Lyon;Zonda Everill;09/11/2017
482;Ford;Teritory;65399.93;Argentina;Mendonza;Kellina Worsnap;11/11/2017
849;Chevrolet;Spin;70072.00;Brazil;São Paulo;Fayina Dilkes;11/11/2017
181;Chevrolet;Prisma;58309.00;Argentina;Mendonza;Neil Merrington;15/11/2017
554;Volkswagen;Jetta;48383.00;China;Xangai;Charlton Carnock;19/11/2017
521;Honda;NSX;68185.00;United States;Florida;Forester Fullard;19/11/2017
28;Renault;Logan;64141.00;Japan;Tokyo;Nell Kinghorn;21/11/2017
